Id,Date,content,User,hashtags,retweetCount,likeCount,followersCount,created,favouritesCount,listedCount,replyCount,source,lang
1536679009592942594,2022-06-14 11:56:40+00:00,@Patycope @Sensitiveltd @MugwemaWilson @CityofKigali @RDBrwanda @CHOGM2022 @MTNRwanda @visitrwanda_now @Forzzagaming @bralirwaplc @david_bayingana @LuckyIbnMiraj @imfuraluc01 @AlwaysInyange @Muzungu4 AHF Rwanda will be providing HIV Prevention messages and services including HIV self test kits( Oral Quick and Condoms) and direct people to our facilities for them to get circumcised . All those services will for free ! Do not miss to visit our stands !,ahfrwanda,,4,2,628,2016-11-30 08:07:30+00:00,205,0,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1536671889845886981,2022-06-14 11:28:23+00:00,@MTNRwanda Mbaye mbashimiye mu gihe nyitegereje igisubizo cyanyu,FistonBobo,,0,0,45,2021-01-08 09:57:44+00:00,106,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1536671306711715841,2022-06-14 11:26:04+00:00,"@MTNRwanda Nohereje 230000,nayohereje ejo hashize kuri 13/06.nakoresheje numero yanjye ya 0788406329,Konti Ni 4004111716109. Mumfashe mundebere rwose",FistonBobo,,0,0,45,2021-01-08 09:57:44+00:00,106,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hi
1536670179253420033,2022-06-14 11:21:35+00:00,@LuckyIbnMiraj @Sensitiveltd @MTNRwanda @visitrwanda_now @AlwaysInyange @ahfrwanda @Forzzagaming @CHOGM2022 🔥🔥🔥🔥,BaristaDamour,,0,2,2010,2017-10-02 05:02:20+00:00,20167,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",und
1536669037706588160,2022-06-14 11:17:03+00:00,"@yakareda @MTNRwanda Mwiriwe David, murakoze kutwandikira no kutugezaho impungenge mufite. Ikibazo cyanyu cyatugezeho kandi turabizeza ko tujikurikirana.",RwEquityBank,,0,0,14809,2013-01-23 11:55:24+00:00,230,6,0,"<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>",in
1536664844870594561,2022-06-14 11:00:23+00:00,@MTNrwanda nubundacyatakamba https://t.co/McqdbW8gUS,TMbonyingabo,,0,0,1,2021-02-27 03:03:08+00:00,4,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1536662354582282240,2022-06-14 10:50:29+00:00,"@FistonBobo @MTNRwanda Mwiriwe Fiston, murakoze kutwandikira. Turiseguye ku mbogamizi mwahuye nazo. Mwatubwira umubare w'amafaranga mwohereje, itariki mwayohereje, telefone mwakoresheje kohereza, konte mwoherejeho na telefone tubashe kubikurikirana. Mugire umunsi mwiza.",RwEquityBank,,0,0,14809,2013-01-23 11:55:24+00:00,230,6,0,"<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>",in
1536660826966396929,2022-06-14 10:44:25+00:00,@Patycope @Sensitiveltd @MugwemaWilson @CityofKigali @RDBrwanda @CHOGM2022 @MTNRwanda @visitrwanda_now @Forzzagaming @ahfrwanda @bralirwaplc @david_bayingana @imfuraluc01 @AlwaysInyange @Muzungu4 🔥🔥🔥🔥🔥🔥,LuckyIbnMiraj,,0,2,69222,2015-11-26 17:06:59+00:00,22902,12,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",und
1536660734884577283,2022-06-14 10:44:03+00:00,"“Kigali People’s Festival” 
Are you Ready for This??? @Sensitiveltd 👌

Let’s Thank Our All Sponsors ( @MTNRwanda @visitrwanda_now @AlwaysInyange @ahfrwanda @Forzzagaming 👏👏 

Let’s go with @CHOGM2022 🙏

#TrustMe https://t.co/lLNhUjhM6W",LuckyIbnMiraj,['TrustMe'],1,23,69222,2015-11-26 17:06:59+00:00,22902,12,3,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1536657927347503106,2022-06-14 10:32:54+00:00,Hello @MTNRWANDA  ese mwazarebye ukuntu mwahindura service. SMS mwoherereza abakiriya bakanjya bazizubiza bigakunda haricyo byaba bitwaye?🤷,BagaTugabane,,0,0,114,2022-02-16 08:50:24+00:00,19,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1536653881618247681,2022-06-14 10:16:49+00:00,"M
@MTNRwanda  ndayikunda cyane pee udushya iba ifite turansetsa cyane aka ko noneho nagahebuzo😂😂😂😂 https://t.co/XUZWgX7TyF",MunezeroJeanCl3,,0,1,627,2019-02-20 19:13:54+00:00,4212,1,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1536648945249689602,2022-06-14 09:57:12+00:00,@Babylon_khairro @MTNRwanda Igisa bagukubitiy mugafuka x?,manzi_nyawe,,0,0,12699,2020-07-30 22:49:02+00:00,75871,6,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",et
1536647903141298178,2022-06-14 09:53:04+00:00,@Umwirabura7 @MTNRwanda for real,Babylon_khairro,,0,1,2056,2022-02-09 09:15:16+00:00,7896,0,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1536647827094491137,2022-06-14 09:52:46+00:00,@Babylon_khairro @MTNRwanda Trashh,Umwirabura7,,0,0,14043,2021-11-10 08:29:52+00:00,81779,8,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",es
1536646862177980416,2022-06-14 09:48:56+00:00,"Excuse me @MTNRwanda @mtnug @mtnkameroon237 @MTNza @MTNGhana @MTN180. Should we believe that surely you cannot resolve the issue of scammers or some of you could be benefiting from the hala.

This number (0782484854) tried calling me from @UCC_Official . She says she is christine",arinda_clever,,0,1,167,2021-01-01 11:32:12+00:00,6420,1,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1536642245264392195,2022-06-14 09:30:35+00:00,@anumino @asyv @MTNRwanda @DavidKayitare_ @obomadiego @SharonMazimhaka @mkngambi @MarinaMadale @CarterJHB Inkotanyi cyane itajengwa na sisi wenyewe,shakefidele,,0,1,1772,2014-05-13 15:27:45+00:00,20385,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1536640940483428355,2022-06-14 09:25:24+00:00,"Why do you keep playing with my airtime @MTNRwanda , this is unfair https://t.co/BNQup1Q12Q",XDushimirimana,,0,0,5,2018-09-23 07:45:36+00:00,18,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1536640751668449282,2022-06-14 09:24:39+00:00,"@MTNRwanda System hagati ya @RwEquityBank na @MTNRwanda ifite ikibazo murebe neza ibi bimaze igihe bivugwa, hari namatabona amafaranga yabo mukagumya kwitana bamwana hagati yanyu! 
Simbishyuza charges ariko murebe hatagira n'ababdi bibaho kwaba ari ukwiba aba clients banyu! 

Murakoze",yakareda,,0,0,3003,2012-02-12 07:08:46+00:00,26945,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1536640367252103168,2022-06-14 09:23:07+00:00,"Mwiriwe neza @RwEquityBank . nakuye amafaranga yanjye kuri mobilemoney nyashyira kuri Konti yanjye.ariko @MTNRwanda yampaye message ko yavuyeho,ntareba kuri Konti nkasanga ntayariho.nakoresheje na app ya @RwEquityBank ariko ntibabinyereka.byagenze gute?????mumfashe",FistonBobo,,0,0,45,2021-01-08 09:57:44+00:00,106,0,3,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1536639340281008130,2022-06-14 09:19:02+00:00,cyaze @MTNRwanda biba ayawe ku ngufu. your service 🗑🚮,Babylon_khairro,,0,20,2056,2022-02-09 09:15:16+00:00,7896,0,2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tl
1536636977377861632,2022-06-14 09:09:39+00:00,"@RwEquityBank @MTNRwanda @CentralBankRw Umukozi wanyu nahamagaye yambwiyeko bihujwe kuko nsanzwe nkora transaction, mpamagaye  umukozi wa MTN ambwirako bidahuje, ubwo ndemera ibyande?",yakareda,,0,0,3003,2012-02-12 07:08:46+00:00,26945,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1536636645008629760,2022-06-14 09:08:20+00:00,"@munyanezatheo1 @MTNRwanda @Kamonyi @RwandaGender @GenderMonitorRw @NsangaSylvie @oswaki @RwandaLocalGov @Annemwiza Twabinwirwaniki 
Duhe ka video twirebere ngo nubunta nta foto ntacyabaye",AmaniPatient2,,0,0,321,2016-04-09 04:41:55+00:00,790,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1536633730663698432,2022-06-14 08:56:45+00:00,"@MTNRwanda Nabyohereje rwose nimumfashe.

Murakoze",NTFabiano1,,0,0,39,2016-03-01 15:24:00+00:00,174,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ht
1536631781398650880,2022-06-14 08:49:00+00:00,@anumino @asyv @MTNRwanda @DavidKayitare_ @obomadiego @SharonMazimhaka @mkngambi @MarinaMadale @CarterJHB Keep it up my brother from another mother.,Araphat05,,0,1,95,2014-07-21 09:21:35+00:00,4511,1,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1536631527286657025,2022-06-14 08:47:59+00:00,Hi @MTNRwanda how can I purchase Irekure data bundles?,germaine7_uwase,,0,0,6,2022-03-20 19:58:29+00:00,5,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1536629359892746241,2022-06-14 08:39:23+00:00,"Ejo hazashya,muzibuke na bwa buryohe bwa pack ya 200f
#WhatAreWeDoingToday
@MTNRwanda 
@MoMo_Rwanda https://t.co/bIGG4xZe4r",niyitegekagrat4,['WhatAreWeDoingToday'],0,2,2177,2019-01-08 04:40:12+00:00,19,1,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1536628809491005440,2022-06-14 08:37:12+00:00,@MTNRwanda it's above https://t.co/qZVmBVelbP,NgenziEmmy3,,1,4,1973,2021-06-04 15:52:35+00:00,28364,1,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1536627533504036865,2022-06-14 08:32:07+00:00,"@MTNRwanda Murakoze.
Ariko nyamuna mujye mugira icyo mubikoraho naho ""tugiye kubikurikirana"" yo imaze kuba urusange mu bantu.",beuglie,,0,0,5392,2013-05-07 05:31:05+00:00,67083,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",hi
1536627140606713856,2022-06-14 08:30:34+00:00,@Ghebre_0 @MTNRwanda 😳,FLORENCEINGABI1,,0,0,2561,2019-07-23 05:38:42+00:00,86248,11,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",und
1536626322579013633,2022-06-14 08:27:19+00:00,"@MTNRwanda 

Nyamuna murengerere intama zanyu kuko uwiyita Mutabazi 0787370352 ari gutuburira abantu ngo aboherereje amafaranga.

Murebe niba hari icyo mwabikoraho.

Ikindi: ko abantu basigaye bavugako haba harimo n'akagambane gaturuka hirya iyo, byo ntacyo mwaba mubivugaho? https://t.co/8v2voJljog",beuglie,,0,1,5392,2013-05-07 05:31:05+00:00,67083,0,2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",in
1536625848379396098,2022-06-14 08:25:26+00:00,"@MTNRwanda Thank you mtn Denyse kudufasha 
Akazii keza",Betterm64213229,,0,0,134,2021-12-05 05:55:42+00:00,45,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ht
1536625516513529857,2022-06-14 08:24:06+00:00,@MTNRwanda Mwaramutse? Ese bisaba igihe kingana iki ngo umuntu wibwe amafaranga kuri MoMo pay abe ayasubijwe igihe bayafungiye kuri SIM card y'uwayibye?!,NTFabiano1,,0,0,39,2016-03-01 15:24:00+00:00,174,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1536624923770249217,2022-06-14 08:21:45+00:00,Ese @MTNRwanda abaclients banyu babatumye ikibo kwa rose mwagenda muvuga gute😄😄😄😄😄😄💔,manzist4,,0,3,4508,2021-07-20 17:03:19+00:00,47465,3,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1536624189108588544,2022-06-14 08:18:50+00:00,@PMudakikwa @MTNRwanda @MoMo_Rwanda I wish they would hear not only me but all Rwandans who are affected.,nelsonkagabo,,0,0,14,2012-07-21 18:20:30+00:00,8,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1536623760320733184,2022-06-14 08:17:08+00:00,"@MTNRwanda 0787119609
Mwaba mudufashije murakoze twazishyira knd neza",Betterm64213229,,0,0,134,2021-12-05 05:55:42+00:00,45,0,2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ht
1536622235020152833,2022-06-14 08:11:04+00:00,"@yakareda @MTNRwanda @CentralBankRw Guhuza Konte yanyn nta MoMo, kanda *182*4# kuri telefone mwakoresheje mufungura konte, Hitamo 4(kureba amafaranga asigaye) Hitamo 6(Equity Bank) Umubare w’ibanga ukoresha kuri momo Hitamo 1 wemeze Ushyiremo nimero ya konti yawe wemeze hanyuma mukurikize amabwiriza. Mugire umun...",RwEquityBank,,0,0,14809,2013-01-23 11:55:24+00:00,230,6,1,"<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>",tl
1536622080585830401,2022-06-14 08:10:27+00:00,"@yakareda @MTNRwanda @CentralBankRw Mwaramutse David, murakoze kutwandikira. Iyo mwahujije konte yanyu nta MoMo nta kiguzi gihari cyo kohereza amafaranga ava kuri MoMo yanyu ajya kuri Konte yawe.",RwEquityBank,,0,0,14809,2013-01-23 11:55:24+00:00,230,6,0,"<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>",in
1536620373743124480,2022-06-14 08:03:40+00:00,@MTNRwanda None c ntimwahagarika inyungu kirihejuru cyane mukorohereza umukiriya wanyu wahuye nimbogamizii kandi musanzwe mukorana neza,Betterm64213229,,0,0,134,2021-12-05 05:55:42+00:00,45,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1536620132742709249,2022-06-14 08:02:43+00:00,@MTNRwanda Hi,Damien24192698,,0,1,3,2022-01-14 13:17:50+00:00,1,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",und
1536617153775947776,2022-06-14 07:50:53+00:00,"@MTNRwanda dear mtn 
Ese umuntu mwagurije amafaranga ukwezi kugashira atarayaboba ntimwamwongeza igihe
Ko inyungu 10 kwijana burimunsii Ari menshi cyane",Betterm64213229,,0,0,134,2021-12-05 05:55:42+00:00,45,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1536616116059004928,2022-06-14 07:46:45+00:00,@MTNRwanda Any here can chat please,Damien24192698,,0,1,3,2022-01-14 13:17:50+00:00,1,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1536616028486225921,2022-06-14 07:46:24+00:00,@MTNRwanda Hi,Damien24192698,,0,1,3,2022-01-14 13:17:50+00:00,1,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",und
1536614204622372865,2022-06-14 07:39:09+00:00,"@PMudakikwa @MTNRwanda @MoMo_Rwanda Nice, no worry Pam.",dr_ntare,,0,1,1165,2012-02-01 17:14:23+00:00,24230,7,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1536609194853470209,2022-06-14 07:19:15+00:00,"@_gakara @MTNRwanda @RURA_RWANDA Greeting Abdou, thank you for writing to us. We take note of the below issue and apologize for any inconveniences caused. We have shared it with our Management Team for follow up and resolution. Thank you for Banking with us. Regards,",RwEquityBank,,0,0,14809,2013-01-23 11:55:24+00:00,230,6,1,"<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>",en
1536600155197169666,2022-06-14 06:43:20+00:00,@PMudakikwa @MTNRwanda @MoMo_Rwanda 🤝🤝,TheoUw1,,0,0,3354,2020-10-23 06:20:05+00:00,51462,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",und
1536598376468426752,2022-06-14 06:36:16+00:00,@anumino @asyv @MTNRwanda @DavidKayitare_ @obomadiego @SharonMazimhaka @mkngambi @MarinaMadale Count us in 🪴,CarterJHB,,0,2,499,2010-05-20 13:56:25+00:00,2822,5,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1536596326841991169,2022-06-14 06:28:07+00:00,@TheoUw1 @MTNRwanda @MoMo_Rwanda 👍,PMudakikwa,,0,1,47396,2011-09-21 10:53:22+00:00,16913,35,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",und
1536596092577529858,2022-06-14 06:27:11+00:00,@PMudakikwa @MTNRwanda @MoMo_Rwanda Nzahagera,TheoUw1,,0,1,3354,2020-10-23 06:20:05+00:00,51462,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1536595355772633089,2022-06-14 06:24:16+00:00,@TheoUw1 @MTNRwanda @MoMo_Rwanda Uzahagere ubabwire icyo wifuza bagufashe,PMudakikwa,,0,1,47396,2011-09-21 10:53:22+00:00,16913,35,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",und
1536595221185708032,2022-06-14 06:23:43+00:00,"@TheoUw1 @MTNRwanda @MoMo_Rwanda Niba uri umufatabuguzi wa MTN buriya irakuzi tu. Ikindi, Narahagurutse njya gushaka services nawe hari izo ukeneye wagera kuri service center ikwegereye bakagufasha",PMudakikwa,,0,1,47396,2011-09-21 10:53:22+00:00,16913,35,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",in
1536594277706391553,2022-06-14 06:19:59+00:00,@PMudakikwa @MTNRwanda @MoMo_Rwanda Mugakinjiro irahari arko sinz icyo bagenderaho mpugura,TheoUw1,,0,0,3354,2020-10-23 06:20:05+00:00,51462,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1536592681547493376,2022-06-14 06:13:38+00:00,@nelsonkagabo @MTNRwanda @MoMo_Rwanda I believe they hear you👍,PMudakikwa,,0,0,47396,2011-09-21 10:53:22+00:00,16913,35,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1536569032240943105,2022-06-14 04:39:40+00:00,@PMudakikwa @MTNRwanda @MoMo_Rwanda Nanjy c utazwi byangeraho gute,TheoUw1,,0,0,3354,2020-10-23 06:20:05+00:00,51462,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ht
1536565897258799109,2022-06-14 04:27:12+00:00,"#🇷🇼ItajengwaNaSisiWenyewe ,cant wait to see growing my tree i planted at @asyv during @MTNRwanda #YelloCare2022 #GreenRwanda #ESGAtTheCore @DavidKayitare_ @obomadiego @SharonMazimhaka @mkngambi 
Are you joining one of these🤗 @MarinaMadale @CarterJHB https://t.co/K01OCsm7lH",anumino,"['YelloCare2022', 'GreenRwanda', 'ESGAtTheCore']",16,171,5149,2014-03-25 12:54:19+00:00,11604,0,11,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1536553329005891590,2022-06-14 03:37:16+00:00,"@PMudakikwa @MTNRwanda @MoMo_Rwanda Just tell or advise them to improve their network, at this time their services are so disgusting to most of us!",nelsonkagabo,,0,1,14,2012-07-21 18:20:30+00:00,8,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1536455233970311169,2022-06-13 21:07:28+00:00,@Uramenye @UMUKARITASI1 Abamotari bahawe ama jillet mashya na @airtelrw abacuruzi ba Me to you nabo bahawe ama jillet mashya na @MTNRwanda &amp; @airtelrw  ubwo bazakora akazi basa neza.,NIYOISMA,,0,0,164,2017-06-06 09:57:24+00:00,10304,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hi
1536436564011663360,2022-06-13 19:53:17+00:00,"@MTNRwanda Oya  muve mubya numero zanjye kuko siyo yonyine ifite ikibazo 
Mwebwe mushake uko mukemura ikibazo ntabindi🙄 
Ikindi kugira mbarangire neza ni hano kuri uyu munara uba munsi ya ambasade ya US kumuhanda wamabuye.",Ma_1er,,0,1,1198,2017-10-22 14:32:24+00:00,6899,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1536433870584918019,2022-06-13 19:42:34+00:00,"@Ma_1er @MTNRwanda Barakize sha ntacyo bafite cyo kwitaho n'ubundi wavuga utavuga ntibibabuza gutwara inite zabo baba baguhaye kandi waziguriye 

Umva ndakubwiza ukuri @MTNRwanda mutwakira nabi sana",Daniel_Iradukun,,0,1,1119,2022-04-24 06:03:02+00:00,458,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1536431589659402248,2022-06-13 19:33:31+00:00,"Ako ubundi @MTNRwanda hano kakiru,kanserege ko hari iminara ibiri imaze iki niba umuntu adashobora kuvugana numuntu ngo bumvikane?
Mwayishinguye bikagira inzira",Ma_1er,,0,1,1198,2017-10-22 14:32:24+00:00,6899,0,2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1536428202855436288,2022-06-13 19:20:03+00:00,@PMudakikwa @MTNRwanda @MoMo_Rwanda Is it possible to add Esim registration assistance to the list?,hodari_N,,0,0,31,2016-12-06 13:32:13+00:00,876,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1536420147161874432,2022-06-13 18:48:03+00:00,@MTNRwanda  ndabashimiye kumwanya mumpaye nubufasha bwanyu. Mukomeze mwaguke,ShyakaJackson1,,0,0,30,2018-04-21 11:55:06+00:00,801,0,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tl
1536417533473038337,2022-06-13 18:37:39+00:00,@MTNRwanda Yego turategereje nubu mbahaye numéro ariko kumpamagara ntibyapfa koroha,Nsengim16766731,,0,0,67,2021-04-12 12:18:29+00:00,57,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",in
1536414820433547265,2022-06-13 18:26:53+00:00,@MTNRwanda 0788886494,Nsengim16766731,,0,0,67,2021-04-12 12:18:29+00:00,57,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",und
1536412816852275202,2022-06-13 18:18:55+00:00,@MTNRwanda Yego niyo nkoresha.,PRENZAH,,0,0,4,2013-04-15 05:47:51+00:00,4,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1536411454248738818,2022-06-13 18:13:30+00:00,@MTNRwanda Nabandikiye mupfashe pee,ShyakaJackson1,,0,0,30,2018-04-21 11:55:06+00:00,801,0,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tr
1536408317530095618,2022-06-13 18:01:02+00:00,@MTNRwanda mwapfasha kunsobanurira ukuntu muma saaha 3h gusa nakoresha Mb500. Zihwanye na 500 frw @RURA_RWANDA. Muturwaneho birakabije pee,ShyakaJackson1,,0,0,30,2018-04-21 11:55:06+00:00,801,0,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",in
1536408299494596611,2022-06-13 18:00:58+00:00,@dr_ntare @MTNRwanda @MoMo_Rwanda Ba nde? Donc ubu Hano ubonyemo kwamamaza?🤔reka nkumare amatsiko: nari nishimiye kubasangiza Ukuntu icyumweru cyanjye cyatangiye neza tu,PMudakikwa,,0,2,47396,2011-09-21 10:53:22+00:00,16913,35,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tl
1536407113232154627,2022-06-13 17:56:15+00:00,"@MTNRwanda Ni akarere ka Rulindo ,umurenge wa murimbi akagali ka bubangu umudugudu wa taba",Nsengim16766731,,0,0,67,2021-04-12 12:18:29+00:00,57,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1536406570304692228,2022-06-13 17:54:06+00:00,"“Only roughly 30% of people who have a mobile phone in Rwanda, have a smartphone,” @dkarusisi points out. Bank of Kigali’s in a deal with MTN to help lower the cost of smartphones for the telco’s clients [it’s a straightforward asset financing deal]. #ACF2022",Ramah_Nyang,['ACF2022'],1,2,222573,2010-11-05 06:15:43+00:00,6729,294,2,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",en
1536405978312212481,2022-06-13 17:51:44+00:00,"@PMudakikwa @MTNRwanda @MoMo_Rwanda Sister Pam, Ubwo ntibaguhuhiyemo ngo ubone uko wamamaza. Mara amatsiko?",dr_ntare,,0,1,1165,2012-02-01 17:14:23+00:00,24230,7,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tl
1536405802772201481,2022-06-13 17:51:03+00:00,@MTNRwanda 0783282674,PRENZAH,,0,0,4,2013-04-15 05:47:51+00:00,4,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",und
1536405279130124288,2022-06-13 17:48:58+00:00,"@MTNRwanda ikibazo cya réseau za téléphone muzivugaho iki mumurenge  wa  murambi, akagali ka bubangu mudufashe rwose",Nsengim16766731,,0,0,67,2021-04-12 12:18:29+00:00,57,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",und
1536396596635656193,2022-06-13 17:14:28+00:00,"@MTNRwanda Called your service center very early in the morning seeking your assistance and they insisted they can't help me remotely unless I go there physically, only to have the door shut on me. Very frustrating!",Lambertingabs,,0,0,585,2009-09-23 07:21:02+00:00,1861,3,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1536395459920637953,2022-06-13 17:09:57+00:00,@nfidelis12 @PMudakikwa @eLHAMiiD @MTNRwanda @MoMo_Rwanda 😂😂😂,MigambiJean1,,0,0,2227,2018-03-25 14:02:41+00:00,11423,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",und
1536392675213160448,2022-06-13 16:58:53+00:00,@MTNRwanda Nabiboherereje,yakareda,,0,0,3003,2012-02-12 07:08:46+00:00,26945,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cs
1536391647579217921,2022-06-13 16:54:48+00:00,@MTNRwanda Munsobanurire impamvu pack ya Internet yukwezi naguze itihuta nkaba mbona ntacyo imariye kandi iyo nguze iyamake imara umunsi umwe yo irihuta.,PRENZAH,,0,0,4,2013-04-15 05:47:51+00:00,4,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tl
1536388996292542464,2022-06-13 16:44:16+00:00,@MTNRwanda Nyarutarama. This is terrible service. How you close the door on a customer's nose even before closing time. 🤔😥😥 wasted fuel and energy trying to beat the time n that's how you treat people!,Lambertingabs,,0,0,585,2009-09-23 07:21:02+00:00,1861,3,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
